Type,AP_height,AP_width,AP1_peak,AP1_width,Spikecount,ISI mean,dvdt Peak1 Height,dvdt Peak1 Voltage,dvdt Peak2 Height,dvdt Peak2 Voltage,dvdt Threshold,ais spikecount,nex spikecount,disdend spikecount
na12_HMM_TF100923,23.716982588048364,0.29999999999998295,26.78158868296108,0.798491337512627,57,11.912500000002037,317.7362667272362,-46.43831730846693,495.76892290570225,1.742872542619248,-60.059747765430615,1,0,0
na12_HMM_TF100923,23.716982588048364,0.29999999999998295,26.78158868296108,0.798491337512627,57,11.912500000002037,317.7362667272362,-46.43831730846693,495.76892290570225,1.742872542619248,-60.059747765430615,1,0,0
na12_HMM_TF100923,23.716982588048364,0.29999999999998295,26.78158868296108,0.798491337512627,57,11.912500000002037,317.7362667272362,-46.43831730846693,495.76892290570225,1.742872542619248,-60.059747765430615,1,0,0
na12_HMM_TF100923,23.716982588048364,0.29999999999998295,26.78158868296108,0.798491337512627,57,11.912500000002037,317.7362667272362,-46.43831730846693,495.76892290570225,1.742872542619248,-60.059747765430615,1,0,0
na12_HMM_TF100923,23.716982588048364,0.29999999999998295,26.78158868296108,0.798491337512627,57,11.912500000002037,317.7362667272362,-46.43831730846693,495.76892290570225,1.742872542619248,-60.059747765430615,1,0,0
na12_HMM_TF100923,23.716982588048364,0.29999999999998295,26.78158868296108,0.798491337512627,57,11.912500000002037,317.7362667272362,-46.43831730846693,495.76892290570225,1.742872542619248,-60.059747765430615,1,0,0
na12_HMM_TF100923,23.716982588048364,0.29999999999998295,26.78158868296108,0.798491337512627,57,11.912500000002037,317.7362667272362,-46.43831730846693,495.76892290570225,1.742872542619248,-60.059747765430615,1,0,0
na12_HMM_TF100923,23.716982588048364,0.29999999999998295,26.78158868296108,0.798491337512627,57,11.912500000002037,317.7362667272362,-46.43831730846693,495.76892290570225,1.742872542619248,-60.059747765430615,1,0,0
na12_HMM_TF100923,23.716982588048364,0.29999999999998295,26.78158868296108,0.798491337512627,57,11.912500000002037,317.7362667272362,-46.43831730846693,495.76892290570225,1.742872542619248,-60.059747765430615,1,0,0
na12_HMM_TF100923,23.716982588048364,0.29999999999998295,26.78158868296108,0.798491337512627,57,11.912500000002037,317.7362667272362,-46.43831730846693,495.76892290570225,1.742872542619248,-60.059747765430615,1,0,0
na12_HMM_TF100923,23.716982588048364,0.29999999999998295,26.78158868296108,0.798491337512627,57,11.912500000002037,317.7362667272362,-46.43831730846693,495.76892290570225,1.742872542619248,-60.059747765430615,1,0,0
na12_HMM_TF100923,23.716982588048364,0.29999999999998295,26.78158868296108,0.798491337512627,57,11.912500000002037,317.7362667272362,-46.43831730846693,495.76892290570225,1.742872542619248,-60.059747765430615,1,0,0
na12_HMM_TF100923,23.716982588048364,0.29999999999998295,26.78158868296108,0.798491337512627,57,11.912500000002037,317.7362667272362,-46.43831730846693,495.76892290570225,1.742872542619248,-60.059747765430615,1,0,0
na12_HMM_TF100923,23.716982588048364,0.29999999999998295,26.78158868296108,0.798491337512627,57,11.912500000002037,317.7362667272362,-46.43831730846693,495.76892290570225,1.742872542619248,-60.059747765430615,1,0,0
na12_HMM_TF100923,23.716982588048364,0.29999999999998295,26.78158868296108,0.798491337512627,57,11.912500000002037,317.7362667272362,-46.43831730846693,495.76892290570225,1.742872542619248,-60.059747765430615,1,0,0
na12_HMM_TF100923,23.716982588048364,0.29999999999998295,26.78158868296108,0.798491337512627,57,11.912500000002037,317.7362667272362,-46.43831730846693,495.76892290570225,1.742872542619248,-60.059747765430615,1,0,0
na12_HMM_TF100923,20.314878360158364,0.19999999999998863,19.62693747830501,0.7699143551209249,11,33.77000000000699,334.8961782638398,-39.09625474600499,418.86724815940147,1.057492245362138,-52.788205734344444,11,0,0
